"name","team","sport","event","year"
"Nikolay Yefimovich Andrianov","Soviet Union","Gymnastics","Gymnastics Men's Floor Exercise",1976
"Nikolay Yefimovich Andrianov","Soviet Union","Gymnastics","Gymnastics Men's Horse Vault",1976
"Nikolay Yefimovich Andrianov","Soviet Union","Gymnastics","Gymnastics Men's Rings",1976
"Nikolay Yefimovich Andrianov","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1980
"Nikolay Yefimovich Andrianov","Soviet Union","Gymnastics","Gymnastics Men's Horse Vault",1980
"Dragan Andri","Yugoslavia","Water Polo","Water Polo Men's Water Polo",1984
"Dragan Andri","Yugoslavia","Water Polo","Water Polo Men's Water Polo",1988
"Michel Andrieux","France","Rowing","Rowing Men's Coxless Pairs",2000
"Franz Josef Andrysek","Austria","Weightlifting","Weightlifting Men's Featherweight",1928
"Matteo Anesi","Italy","Speed Skating","Speed Skating Men's Team Pursuit (8 laps)",2006
"Peter Angerer","West Germany","Biathlon","Biathlon Men's 20 kilometres",1984
"Paolo Angioni","Italy","Equestrianism","Equestrianism Mixed Three-Day Event, Team",1964
"Kurt Steven Angle","United States","Wrestling","Wrestling Men's Heavyweight, Freestyle",1996
"Giorgio Anglesio","Italy","Fencing","Fencing Men's epee, Team",1956
"Heinrich ""Heiri"" Angst","Switzerland-1","Bobsleigh","Bobsleigh Men's Four",1956
"Nikolay Petrovich Anikin","Soviet Union","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",1956
"Marina Vyacheslavovna Anissina (-Dzhigurda)","France-1","Figure Skating","Figure Skating Mixed Ice Dancing",2002
"Hannelore Anke (-Hofmann)","East Germany","Swimming","Swimming Women's 100 metres Breaststroke",1976
"Hannelore Anke (-Hofmann)","East Germany","Swimming","Swimming Women's 4 x 100 metres Medley Relay",1976
"Erik Anker","Norna","Sailing","Sailing Mixed 6 metres",1928
"Johan August Anker","Magda IX","Sailing","Sailing Mixed 12 metres",1912
"Johan August Anker","Norna","Sailing","Sailing Mixed 6 metres",1928
"Andrija Ankovi","Yugoslavia","Football","Football Men's Football",1960
"Alyson Regina Annan","Australia","Hockey","Hockey Women's Hockey",1996
"Alyson Regina Annan","Australia","Hockey","Hockey Women's Hockey",2000
"Noriko Anno","Japan","Judo","Judo Women's Half-Heavyweight",2004
"Aleksandre Anp'ilogovi","Soviet Union","Handball","Handball Men's Handball",1976
"Daniela Anschtz-Thoms","Germany","Speed Skating","Speed Skating Women's Team Pursuit (6 laps)",2006
"Daniela Anschtz-Thoms","Germany","Speed Skating","Speed Skating Women's Team Pursuit (6 laps)",2010
"Renato Anselmi","Italy","Fencing","Fencing Men's Sabre, Team",1924
"Giselle Anne Ansley","Great Britain","Hockey","Hockey Women's Hockey",2016
"Henri Lucien Ernest Eugne Anspach","Belgium","Fencing","Fencing Men's epee, Team",1912
"Paul Eugne Albert Anspach","Belgium","Fencing","Fencing Men's epee, Individual",1912
"Paul Eugne Albert Anspach","Belgium","Fencing","Fencing Men's epee, Team",1912
"Dana Antal","Canada","Ice Hockey","Ice Hockey Women's Ice Hockey",2002
"Rbert Antal (Adler)","Hungary","Water Polo","Water Polo Men's Water Polo",1952
"Carmelo Kyan Anthony","United States","Basketball","Basketball Men's Basketball",2008
"Carmelo Kyan Anthony","United States","Basketball","Basketball Men's Basketball",2012
"Carmelo Kyan Anthony","United States","Basketball","Basketball Men's Basketball",2016
"Peter Thomas Antonie","Australia","Rowing","Rowing Men's Double Sculls",1992
"Oegs Antropovs","Soviet Union","Volleyball","Volleyball Men's Volleyball",1968
"Ants Antson","Soviet Union","Speed Skating","Speed Skating Men's 1,500 metres",1964
"Kaarlo Johan Jalmari ""Kalle"" Anttila","Finland","Wrestling","Wrestling Men's Lightweight, Freestyle",1920
"Kaarlo Johan Jalmari ""Kalle"" Anttila","Finland","Wrestling","Wrestling Men's Featherweight, Greco-Roman",1924
"Nataliya Nikolayevna Antyukh","Russia","Athletics","Athletics Women's 400 metres Hurdles",2012
"Saeed Anwar","Pakistan","Hockey","Hockey Men's Hockey",1968
"Mayumi Aoki (-Nishiguti)","Japan","Swimming","Swimming Women's 100 metres Butterfly",1972
"Sad Aouita","Morocco","Athletics","Athletics Men's 5,000 metres",1984
"Nikolay Sergeyevich Apalikov","Russia","Volleyball","Volleyball Men's Volleyball",2012
"Katrin Apel","Germany","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",1998
"Katrin Apel","Germany","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",2002
"Chira Irina Apostol (-Stoian)","Romania","Rowing","Rowing Women's Coxed Fours",1984
"Ingo Appelt","Austria-1","Bobsleigh","Bobsleigh Men's Four",1992
"William Reuben ""Willie"" Applegarth","Great Britain","Athletics","Athletics Men's 4 x 100 metres Relay",1912
"Gillian Mary Apps","Canada","Ice Hockey","Ice Hockey Women's Ice Hockey",2006
"Gillian Mary Apps","Canada","Ice Hockey","Ice Hockey Women's Ice Hockey",2010
"Gillian Mary Apps","Canada","Ice Hockey","Ice Hockey Women's Ice Hockey",2014
"Vladimer Aptsiauri","Soviet Union","Fencing","Fencing Men's Foil, Team",1988
"Javier Ignacio Aquino Carmona","Mexico","Football","Football Men's Football",2012
"Shigeo Arai","Japan","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1936
"Shizuka Arakawa","Japan","Figure Skating","Figure Skating Women's Singles",2006
"Yuko Arakida","Japan","Volleyball","Volleyball Women's Volleyball",1976
"Alexandra Araujo","Italy","Water Polo","Water Polo Women's Water Polo",2004
"Rodica Arba-Pucatu","Romania","Rowing","Rowing Women's Coxless Pairs",1984
"Rodica Arba-Pucatu","Romania","Rowing","Rowing Women's Coxless Pairs",1988
"Alexander ""Sandy"" Archer","Great Britain","Ice Hockey","Ice Hockey Men's Ice Hockey",1936
"Jeffrey Victor ""Jeff"" Archibald","New Zealand","Hockey","Hockey Men's Hockey",1976
"Katie Louise Archibald","Great Britain","Cycling","Cycling Women's Team Pursuit",2016
"Angelo Arcidiacono","Italy","Fencing","Fencing Men's Sabre, Team",1984
"Ermenegildo ""Gildo"" Arena","Italy","Water Polo","Water Polo Men's Water Polo",1948
"Dieter Arend","Germany","Rowing","Rowing Men's Coxed Pairs",1936
"Charles Archer Arentz","Mosk II","Sailing","Sailing Mixed 10 metres",1920
"Alessandro Argenton","Italy","Equestrianism","Equestrianism Mixed Three-Day Event, Team",1964
"Edwin Yancey ""Eddie"" Argo","United States","Equestrianism","Equestrianism Men's Three-Day Event, Team",1932
"Marcus Mills Pomeroy ""Mark"" Arie","United States","Shooting","Shooting Men's Trap",1920
"Marcus Mills Pomeroy ""Mark"" Arie","United States","Shooting","Shooting Men's Trap, Team",1920
"Luigi Arienti","Italy","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1960
"Pedro Arispe","Uruguay","Football","Football Men's Football",1924
"Pedro Arispe","Uruguay","Football","Football Men's Football",1928
"William Peixoto Arjona","Brazil","Volleyball","Volleyball Men's Volleyball",2016
"Tobias Arlt","Germany-1","Luge","Luge Mixed (Men)'s Doubles",2014
"Tobias Arlt","Germany","Luge","Luge Mixed Team Relay",2014
"Mario Armano","Italy-1","Bobsleigh","Bobsleigh Men's Four",1968
"Raymond Richard ""Ray"" Armstead","United States","Athletics","Athletics Men's 4 x 400 metres Relay",1984
"Aaron Nigel Armstrong","Trinidad and Tobago","Athletics","Athletics Men's 4 x 100 metres Relay",2008
"Elizabeth ""Betsey"" Armstrong","United States","Water Polo","Water Polo Women's Water Polo",2012
"Charles Ewing Armstrong","Vesper Boat Club","Rowing","Rowing Men's Coxed Eights",1904
"Debra Rae ""Debbie"" Armstrong","United States","Alpine Skiing","Alpine Skiing Women's Giant Slalom",1984
"Duncan John D'Arcy Armstrong","Australia","Swimming","Swimming Men's 200 metres Freestyle",1988
"Jennifer Margaret ""Jenny"" Armstrong","Australia","Sailing","Sailing Women's Two Person Dinghy",2000
"Kristin Ann Armstrong (-Savola)","United States","Cycling","Cycling Women's Individual Time Trial",2008
"Kristin Ann Armstrong (-Savola)","United States","Cycling","Cycling Women's Individual Time Trial",2012
"Kristin Ann Armstrong (-Savola)","United States","Cycling","Cycling Women's Individual Time Trial",2016
"Michel Taylor ""Tate"" Armstrong","United States","Basketball","Basketball Men's Basketball",1976
"Zlatan Arnautovi","Yugoslavia","Handball","Handball Men's Handball",1984
"Jay Joseph Hoyland Arnette","United States","Basketball","Basketball Men's Basketball",1960
"Albert Stephan Arnheiter","Ludwigshafener Ruderverein","Rowing","Rowing Men's Coxed Fours, Outriggers",1912
"Donald John ""Don"" Arnold","Canada","Rowing","Rowing Men's Coxless Fours",1956
"Juan Pedro Arremn","Uruguay","Football","Football Men's Football",1928
"Luis Rolando Arrojo vila","Cuba","Baseball","Baseball Men's Baseball",1992
"Israil Magomedgireyevich Arsamakov","Soviet Union","Weightlifting","Weightlifting Men's Light-Heavyweight",1988
"Samantha ""Sam"" Arsenault (-Livingstone)","United States","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay",2000
"Abas Arslanagi","Yugoslavia","Handball","Handball Men's Handball",1972
"Bakhtiyar Garifulayevich Artayev","Kazakhstan","Boxing","Boxing Men's Welterweight",2004
"douard Jos Artigas","France","Fencing","Fencing Men's epee, Team",1948
"Vladimir Nikolayevich Artyomov","Soviet Union","Gymnastics","Gymnastics Men's Individual All-Around",1988
"Vladimir Nikolayevich Artyomov","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1988
"Vladimir Nikolayevich Artyomov","Soviet Union","Gymnastics","Gymnastics Men's Parallel Bars",1988
"Vladimir Nikolayevich Artyomov","Soviet Union","Gymnastics","Gymnastics Men's Horizontal Bar",1988
"Pr Johan Arvidsson","Sweden","Swimming","Swimming Men's 100 metres Butterfly",1980
"Per-Olof Arvidsson","Sweden","Shooting","Shooting Men's Running Target, Single Shot, Team",1912
"Andrey Nikolayevich Aryamnov","Belarus","Weightlifting","Weightlifting Men's Heavyweight",2008
"Laura Asadauskait-Zadneprovskien","Lithuania","Modern Pentathlon","Modern Pentathlon Women's Individual",2012
"Giorgi Asanidze","Georgia","Weightlifting","Weightlifting Men's Light-Heavyweight",2004
"Charles Asati","Kenya","Athletics","Athletics Men's 4 x 400 metres Relay",1972
"Nugzar Asatiani","Soviet Union","Fencing","Fencing Men's Sabre, Team",1964
"Karl Gsta sbrink","Sweden","Gymnastics","Gymnastics Men's Team All-Around",1908
"Hans-Georg Aschenbach","East Germany","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",1976
"Horace Ashenfelter, III","United States","Athletics","Athletics Men's 3,000 metres Steeplechase",1952
"Evelyn Ashford (-Washington)","United States","Athletics","Athletics Women's 100 metres",1984
"Evelyn Ashford (-Washington)","United States","Athletics","Athletics Women's 4 x 100 metres Relay",1984
"Evelyn Ashford (-Washington)","United States","Athletics","Athletics Women's 4 x 100 metres Relay",1988
"Evelyn Ashford (-Washington)","United States","Athletics","Athletics Women's 4 x 100 metres Relay",1992
"Thomas John Mitchell ""Tom"" Ashley","New Zealand","Sailing","Sailing Men's Windsurfer",2008
"Nickel Ashmeade","Jamaica","Athletics","Athletics Men's 4 x 100 metres Relay",2016
"Gerald Howard ""Gerry"" Ashworth","United States","Athletics","Athletics Men's 4 x 100 metres Relay",1964
"Khurshid Aslam","Pakistan","Hockey","Hockey Men's Hockey",1960
"Sardar Mohammad Aslam","India","Hockey","Hockey Men's Hockey",1932
"Brahim Asloum","France","Boxing","Boxing Men's Light-Flyweight",2000
"Viktor Karpovich Asmayev","Soviet Union","Equestrianism","Equestrianism Mixed Jumping, Team",1980
"Gunnar Henry Asmussen","Denmark","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1968
"Karl-ke Asph","Sweden","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",1964
"Robert Bain Aspin","Hera-1","Sailing","Sailing Mixed 12 metres",1908
"Valerio Aspromonte","Italy","Fencing","Fencing Men's Foil, Team",2012
"Polina Hryhorivna Astakhova","Soviet Union","Gymnastics","Gymnastics Women's Team All-Around",1956
"Polina Hryhorivna Astakhova","Soviet Union","Gymnastics","Gymnastics Women's Team All-Around",1960
"Polina Hryhorivna Astakhova","Soviet Union","Gymnastics","Gymnastics Women's Uneven Bars",1960
"Polina Hryhorivna Astakhova","Soviet Union","Gymnastics","Gymnastics Women's Team All-Around",1964
"Polina Hryhorivna Astakhova","Soviet Union","Gymnastics","Gymnastics Women's Uneven Bars",1964
"John Jacob Astor","Great Britain-1","Racquets","Racquets Men's Doubles",1908
"Heidi Astrup","Denmark","Handball","Handball Women's Handball",1996
"Mahmut Atalay","Turkey","Wrestling","Wrestling Men's Welterweight, Freestyle",1968
"Vyacheslav Vladimirovich Atavin","Soviet Union","Handball","Handball Men's Handball",1988
"Manzoor Hussain Atif","Pakistan","Hockey","Hockey Men's Hockey",1960
"Celal Atik (Doan-)","Turkey","Wrestling","Wrestling Men's Lightweight, Freestyle",1948
"Charles Sydney Atkin","Great Britain","Hockey","Hockey Men's Hockey",1920
"Sidney James Montford ""Sid"" Atkinson","South Africa","Athletics","Athletics Men's 110 metres Hurdles",1928
"smet Atl","Turkey","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",1960
"Francesco Attolico","Italy","Water Polo","Water Polo Men's Water Polo",1992
"Louis Mark Attrill","Great Britain","Rowing","Rowing Men's Coxed Eights",2000
"Susanne Jean ""Susie"" Atwood","United States","Swimming","Swimming Women's 4 x 100 metres Medley Relay",1972
"Fernando Atzori","Italy","Boxing","Boxing Men's Flyweight",1964
"Gerhard Auer","West Germany","Rowing","Rowing Men's Coxed Fours",1972
"Ingrid Auerswald-Lange (Brestrich-)","East Germany","Athletics","Athletics Women's 4 x 100 metres Relay",1980
"Alfred Aufdenblatten","Switzerland","Military Ski Patrol","Military Ski Patrol Men's Military Ski Patrol",1924
"Sandra Auffarth","Germany","Equestrianism","Equestrianism Mixed Three-Day Event, Team",2012
"Andr Auffray","France","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",1908
"Inger Reidun Aufles (Dving-)","Norway","Cross Country Skiing","Cross Country Skiing Women's 3 x 5 kilometres Relay",1968
"Louis Albert Auguste-Dormeuil (Dormeuil-)","Carabinier-15","Sailing","Sailing Mixed 0.5-1 Ton",1900
"Seimone Delicia Augustus","United States","Basketball","Basketball Women's Basketball",2008
"Seimone Delicia Augustus","United States","Basketball","Basketball Women's Basketball",2012
"Seimone Delicia Augustus","United States","Basketball","Basketball Women's Basketball",2016
"Anders Aukland","Norway","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",2002
"Gaston Achille Louis Aumoitte","France","Croquet","Croquet Mixed Singles, One Ball",1900
"Gaston Achille Louis Aumoitte","France","Croquet","Croquet Mixed Doubles",1900
"Berit Kristine Aunli-Kvello","Norway","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay",1984
"Charles Allen Austin","United States","Athletics","Athletics Men's High Jump",1996
"Michael MacKay ""Mike"" Austin","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1964
"Hennadiy Valentynovych Avdieienko","Soviet Union","Athletics","Athletics Men's High Jump",1988
"ngel Pedro Victorio ""Vctor"" Avendao","Argentina","Boxing","Boxing Men's Light-Heavyweight",1928
"Tatyana Borisovna Averina-Barabash","Soviet Union","Speed Skating","Speed Skating Women's 1,000 metres",1976
"Tatyana Borisovna Averina-Barabash","Soviet Union","Speed Skating","Speed Skating Women's 3,000 metres",1976
"Mykola Viktorovych Avilov","Soviet Union","Athletics","Athletics Men's Decathlon",1972
"Giorgio Avola","Italy","Fencing","Fencing Men's Foil, Team",2012
"Nduka Awazie","Nigeria","Athletics","Athletics Men's 4 x 400 metres Relay",2000
"Anders Per-Johan Axelsson","Sweden","Ice Hockey","Ice Hockey Men's Ice Hockey",2006
"Charles Sumner Axtell","United States","Shooting","Shooting Men's Free Pistol, 50 yards, Team",1908
"William Ayache","France","Football","Football Men's Football",1984
"Roberto Fabin Ayala","Argentina","Football","Football Men's Football",2004
"Almaz Ayana Eba","Ethiopia","Athletics","Athletics Women's 10,000 metres",2016
"Albert Jean Louis Ayat","France","Fencing","Fencing Men's epee, Masters, Individual",1900
"Albert Jean Louis Ayat","France","Fencing","Fencing Men's epee, Masters and Amateurs, Individual",1900
"Ahmet Ayk","Turkey","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",1968
"Arthur DeLancey ""Dan"" Ayrault, Jr.","United States","Rowing","Rowing Men's Coxed Pairs",1956
"Arthur DeLancey ""Dan"" Ayrault, Jr.","United States","Rowing","Rowing Men's Coxless Fours",1960
"Sarah Lianne Ayton (-Dempsey)","Great Britain","Sailing","Sailing Women's Three Person Keelboat",2004
"Sarah Lianne Ayton (-Dempsey)","Great Britain","Sailing","Sailing Women's Three Person Keelboat",2008
"Kazm Ayvaz","Turkey","Wrestling","Wrestling Men's Lightweight, Greco-Roman",1964
"Viktoriya Fyodorovna ""Vika"" Azarenko","Belarus","Tennis","Tennis Mixed Doubles",2012
"Yelena Yuryevna Azarova","Russia","Synchronized Swimming","Synchronized Swimming Women's Team",2000
"Yelena Yuryevna Azarova","Russia","Synchronized Swimming","Synchronized Swimming Women's Team",2004
"Albert Azaryan","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1956
"Albert Azaryan","Soviet Union","Gymnastics","Gymnastics Men's Rings",1956
"Albert Azaryan","Soviet Union","Gymnastics","Gymnastics Men's Rings",1960
"Eduard Azaryan","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1980
